title,text,subject,date,link
"Tõnis Palts: suhtume lätlastesse üleolevalt, aga tegelikult tõmbavad nad meil igal sammul naha üle kõrvade","Kord olevat Hansapangas lätlaste ja eestlaste keskastme juhtide suveüritusel kaks eesti mänedžeri sattunud õlut rüüpama koos sama laua taha istunud lätlasest kolleegiga. Nagu ikka, jõuti ka inimlike teemade juurde. Eestlased mainisid jutu sees ka lätlaste kuut varvast, just nagu täiesti kõigile teada olevat fakti. Lätlane vastu, et mehed – see on ju nali. Eestlased omakorda mõelnud, et lätlane teeb nalja, et see on nali. Lõpuks tõestuseks võtnud lätlane meeleheites jala paljaks. Eestlased vaadanud kohkunult üksteisele otsa ja üks neist pomisenud vaikselt teisele eestlasele: „Värdjas?“ Meiegi oleme kogu aeg lätlasi hinnanud üleolevalt ja kuulujuttude põhjal. Tegelikult tõmbavad nad vaikselt igal sammul meil naha üle kõrvade. Kuidas? Aga vaat niimoodi: 1. Raudteetransiidiga. Kuni nn pronksiööni vedas Eesti Raudtee Venemaalt kaupu ligi 50 miljonit tonni aastas. Siis aga ütles peaminister Andrus Ansip, et Tõnismäel on maetud pronkssõduri alla vaid paar vene pätti. Tule taevas appi! See oli teise rahvuse pühapaik, kelle peaminister ka Ansip oli. Asja oleks saanud lahendada kultuurrahvastele kohasemalt ja kümnel muul viisil. Tegevuse tulemuseks oli lõpuks raudteetransiidi viiekordne vähenemine. Ansiplased seletasid, et see juhtus, kuna Venemaa tahtis kaupu oma sadamatesse juhtida ja Ansipi valitsuse käpardlikkus ei puutu asjasse. No mis jama! Läti transiit pärast seda pigem suurenes. Me kaotasime lätlastele sisuliselt kümneid tuhandeid töökohti ja kindlasti sadu miljoneid maksutulu. Kahjuks see rong on nüüd läinud.",Eesti Ekspress,2019-01-15T18:07:23.000Z,https://ekspress.delfi.ee/arvamus/tonis-palts-suhtume-latlastesse-uleolevalt-aga-tegelikult-tombavad-nad-meil-igal-sammul-naha-ule-korvade?id=84997573
Infoajastu ristirüütlid. Eesti pühasõdalane kutsus Hans H. Luige duellile elu ja surma peale,"Aastavahetuse eel saab Eks­pressi toimetus kirja, mis lööb meid pahviks. Kirja autoriks on ­Markus Järvi (40), sihtasutusele Perekonna ja Traditsiooni Kaitseks (SAPTK) kuuluva veebiportaali Objektiiv peatoimetaja. Pika kirja algus viitab toimetuse jaoks harjumuspärasele kaebamisele mõne artikli sisu üle: Järvi solvus, sest Ekspressi vastutav väljaandja Hans H. Luik nimetas teda jõulunumbri juhtkirjas argpüksiks. Kuid kirja lõpp on kõike muud kui tavaline. Järvi annab oma vapruse tõestamiseks teada, et kavatseb teha midagi enneolematut: „Ma kutsun Teid duellile, härra Luik.“ Tema nägemuses valigu „sõnade kaupmees“ Luik relvad, „külm- või tulirelvad, jah reaalsed relvad“, ning seejärel teevad pooled kokkuleppe, kus ja millal duell toimub ja milline on satisfaktsiooni määr. „Minul poleks midagi ka selle vastu, kui satisfaktsiooniks oleks võitlus usque ad mortem“ (surmani), kirjutab Järvi. See ettepanek, vastupidi toimetuse esmamuljele, ei ole nali. ",Eesti Ekspress,2019-01-08T22:35:01.000Z,https://ekspress.delfi.ee/kuum/infoajastu-ristiruutlid-eesti-puhasodalane-kutsus-hans-h-luige-duellile-elu-ja-surma-peale?id=84962177
"Marju Lauristin: ajakirjandus naeruvääristas tartlasi, kes tselluloosivabrikut tõrjusid, inimesi, kes oma õiguste eest seisid!","Sotsiaaldemokraatliku erakonna juhatuse liige Marju Lauristin andis tähelepanuväärse intervjuu ajalehele Lääne Elu. Tartlasena väljendas Lauristin oma küllaltki nurgelisi seisukohti tselluloositehase ja ajakirjanduse kohta. Tema arvates naeruvääristas ajakirjandus kõnealuses protsessis inimesi, kes seisid oma õiguste eest. „Ma ei ole tartlasena tselluloositehase vastu, olen selle viisi vastu, kuidas ärimehed arvavad, et lähevad tagauksest valitsuse juurde ja arvavad, et saavad endale eritingimused, olgu see tselluloositehas või mõni muu asi – sest neid võib ju veelgi tulla. See oli see, mis tekitas üksmeelse kriitika Tartus, ka volikogus. Teine asi oli see, kuidas seda teemat käsitleti ameerikalike standarditega. NIMBY [not in my backyard ehk mitte minu naabruses – toim.] on ameerikalik slogan. Miks on nii, et see nii kergesti pimestab meie silmavaadet, mistõttu me ei saa enam aru, milles on tegelik probleem? Tegelik probleem on, kas niisugusel meetodil ärimeestele eriõiguste andmine on põhimõtteliselt õige. Küünilisus, millega suhtuti Tartusse kui ülikoolilinna ja Emajõkke kui Eesti kõige pühamasse jõkke, see küünilisus, millega püüti enda eesõigusi läbi suruda iga hinnaga, see valelikkus, kui öeldi, et me oleme avatud arutama ka teisi kohti, aga meile teised kohad ei sobi – see võimendus. Ärimehed olid kujutlusvõimeta, nad olid võimetud aru saama, miks on inimesed vastu. Selle kõige tulemusena öeldi äkki, et me ju teame, mis see on: „See on NIMBY, teil on NIMBY!” Öeldi, et lollid tulid võitlema oma õiguste eest! Ajakirjanduses näidati negatiivses kontekstis fotosid protestivatest inimestest Emajõe ääres ja öeldi, et see on hullus, mille pärast ei saa enam ühtki vabrikut rajada,“ pahandab Tartu ülikoolis lugematut hulka ajakirjanikke õpetanud emeriitprofessor. „Me oleme jõudnud olukorda, kus ajakirjandus võimendab hoiakut, et äri on äri ja inimesed pidagu mokk maas. Tegutseti professionaalselt selle nimel, et inimesed ei seisaks oma õiguste eest! Üks mu endine tudeng ütles, et tartlased tekitasid temas ebamugavust ja hirmu. Ma küsisin, et kas laulva revolutsiooni ajal oleks ka olnud ebamugav ja hirmus,“ sõitles Lauristin.",Delfi,2018-12-30T13:08:33.000Z,https://www.delfi.ee/news/paevauudised/eesti/marju-lauristin-ajakirjandus-naeruvaaristas-tartlasi-kes-tselluloosivabrikut-torjusid-inimesi-kes-oma-oiguste-eest-seisid?id=84889597
GUUD JA BÄÄD & NÄDALA SÕNA | Tartu ikka vastu,"TARTU IKKA VASTU Tartu valla kahe küla ja ühe aleviku inimesed ütlesid rahvahääletusel ei Tauno Kangro (pildil) Kalevipoja kuju püstitamisele Äksi teeristile. Kõigepealt lasti põhja tselluloositehas, nüüd Kalevipoeg … no on ikka tagurlik rahvas seal Tartumaal! OMNIVA On postiteenuse kvaliteedi Eestis nii alla viinud, et inimesed kutsuvad neid juba boikoteerima. Omniva katastroofilise allakäigu pärast ei julgegi tõtt-öelda enam postipakke tellida ega saata. Nädala sõna: rusikapoliitika Kultuuriminister Indrek Saar sõnastas Õhtulehes ilmunud arvamusartiklis, et „rusikapoliitika on see, kui vägivallast saab poliitika tegemise vahend ja poliitikast omakorda vägivalla õigustamise tööriist“. Saar kirjutas, et rusikapoliitika tekkimises on Eestis süüdi üks erakond, ent kui rusikapoliitika levib, oleme selles süüdi me kõik. Vaata ka suslik, Indrek Tarand, EKRE, lahtiste uste päevad, reaalpoliitika, politico.eu, lusikat nurka viskama, Silver Anniko „Rusikad“, „Ruslan ja Ludmilla“, musike, kullapai, sadomasopoliitika, koprofaag, Karl Lemani poksiklubi, Õnne 13, Pokemon.",Eesti Ekspress,2018-12-04T22:10:02.000Z,https://ekspress.delfi.ee/teateid_elust/guud-ja-baad-nadala-sona-tartu-ikka-vastu?id=84639211
"Jüri Ratas: töötan iga päev selle nimel, et Jüri Mõisa sõnad tõeks ei saaks","""Olen öelnud, et mina ei ole peaminister valitsuses, mis ei võta vastu otsuseid ja mis tiksub. Kui koostöötahet ei ole ja otsuseid ei langetata, siis mina ei ole nõus seda asja kaasa tegema,"" ütleb peaminister Ratas usutluses Maalehele. RAUNO VOLMAR Peaminister Jüri Ratas kinnitab usutluses Maalehele, et Keskerakonna, sotside ja Isamaa valitsus teeb tööd ning võtab vastu otsuseid kuni valimisteni, mitte ei tiksu niisama märtsi alguseni. Oma osalust valimiskampaanias lubab Ratas hoida tagasihoidlikuna. ""Selge on, et peaministrina sellistes igapäevastes kampaaniaüritustes väga osaleda ei saa. Selle üle ma ka ei kurda. Küll aga olen sellepärast õnnetu, et minu meelest vahetud kohtumised on kõige tõetruumad ja olulisemad. Püüan ikkagi Eestis väga palju ringi sõita ja lähtuda põhimõttest, et olla Stenbocki majas nii palju kui vajalik, aga nii vähe kui võimalik."" Est-Foriga juhtunut peab peaminister aga kõigile õppetunniks. ""Mina usun, et ühel hetkel puidurafineerimistehas Eestisse tuleb,"" on Ratas veendunud ning pakub, et üks võti kogukonna kaasamiseks võiks olla rahvaaktsiate kasutuselevõtmine.",Maaleht,2018-11-28T22:05:02.000Z,https://maaleht.delfi.ee/archive/juri-ratas-tootan-iga-paev-selle-nimel-et-juri-moisa-sonad-toeks-ei-saaks?id=84581401
"VIDEO | Kuidas tselluloositehas tuli, nägi ja sütitas ka looduskaugeid inimesi","Sõna ""tselluloositehas"" sütitas sel aastal kirgi rohkem kui ükski teine maamajandusega seotud termin. Ka ajalehed hoiavad teema jätkuvalt soojana ning metsandusringkondade inimeste vestlusest kostub tehase teema regulaarselt. Tselluloositehase projekti eestvedajad Aadu Polli ja Margus Kohava valiti Maalehe ajakirjanike poolt 2018. aasta suurimateks maaelu mõjutajateks Eestis. Loe põhjalikku artiklit projekti Mõjukad 2018 raames. Vaata ka: epl.ee/mojukad2018",Delfi,2018-11-28T22:02:33.000Z,https://www.delfi.ee/news/paevauudised/eesti/video-kuidas-tselluloositehas-tuli-nagi-ja-sutitas-ka-looduskaugeid-inimesi?id=84567253
Suure kliimakonverentsi eel: Euroopa Liit joonistas kaheksa stsenaariumi meie kliimatulevikuks,"Euroopa Komisjon tuli täna välja ettepanekuga kasvuhoonegaaside heite vähendamiseks: pikaajalise strateegia eesmärk on saavutada kliimaneutraalne majandus aastaks 2050. Komisjon pakkus pühapäeval algava ÜRO kliimakonverentsi eel välja kaheksa eri stsenaariumi, millega vähendada kasvuhoonegaaside heidet, et suudaksime praegu kättesaamatuna näivaid Pariisi kliimaleppe eesmärke siiski täita. „Me oleme kõik näinud – viimati sel suvel –, et kui me ei saa kliimamuutusi kontrolli alla, on tagajärjed tõsised ja kulukad. Me ei suuda maksta hinda tegevusetuse eest,” ütles volinik Miguel Arias Cañete pikaajalist kasvuhoonegaaside heite vähendamise strateegia ettepankut esitledes. Ta viitas Valitsustevahelise Kliimamuutuste Nõukogu (IPCC) äsjasele eriraportile, mille järgi on riigid väga kaugel Pariisi kliimaleppes seatud eesmärgist hoida globaalse temperatuuri tõus alla kahe kraadi. „Euroopal on juba maailma kõige ambitsioonikam kliima ja puhta energia poliitika. Oma 2030. aastaks seatud taastuvenergia ja energiatõhususe eesmärkidega vähendame heidet 2030. aastaks 45% [võrreldes 1990. aastatega]. Ilma edasise tegevuseta suudame aga 2050. aastaks vähendada heidet vaid 60%. See pole selgelt piisav, et EL suudaks täita Pariisi kliimaleppega seatud pikaajalisi eesmärke,” rääkis volinik. Komisjoni välja pakutud plaani järgi peaks Euroopa Liidust saama maailma esimene suur majandus, mis saavutab 2050. aastaks kliimaneutraalsuse. Kliimaneutraalsus tähendab, et kasvuhoonegaaside heide ja sidumine, näiteks metsadega või muul moel, peab jõudma EL-is 2050. aastaks tasakaalu. Juba praegu toimuvad kliimamuutused on toonud Euroopa Liidule loodusõnnetuste tõttu 223 miljardit eurot kahju. Kaheksa võimalust Komisjoni täna esitletud ettepaneku kaheksa stsenaariumit näitavad, mis saaks inimeste tervisest, loodusest ja majandusest, kui jätkaksime praegusel kursil. Sealt edasi läheb iga stsenaarium ambitsioonikamaks, kuni süsinikuneutraalsuse saavutamiseni. Kõik stsenaariumid hõlmavad võtmevaldkondi, nagu elektritootmine (rohkem taastuvenergiat), ehitiste energiatõhusus, transport, tööstus, põllumajandus ja maakasutus (biomassi laiem kasutamine ja suurem CO2 sidumine). Kõik ettepaneku teekaardid kirjeldavad mõju majandusele ja tööhõivele, sealhulgas on välja toodud piirkonnad, mida muutused kõige rohkem mõjutaksid. Kliimaneutraalsus on võimalik saavutada olemasolevaid tehnoloogiaid kasutades, aga selleks on tarvis investeerida ümberõppesse ja uute töökohtade loomisse. Et heidet vähendada, peab EL investeerima ka süsihappegaasi kogumisse ja säilitamisse. Kõik see tähendab liidule lisainvesteeringuid 175-290 miljardit aastas, millest enamik läheb eeldatavasti erasektorisse. Komisjon rõhutas, et investeeringud on küll suured, aga kokkuhoid ärahoitud kahjude arvelt on suurem: vähenevad enneaegsed surmad ja kahjude pealt saab säästa umbes 200 miljardit eurot. Suur roll muutuste elluviimisel on energiasektoril, kust tuleb 75% kasvuhoonegaasidest. Komisjon märkis, et Euroopa Liidu huvides on lõpetada maksmine fossiilkütuste impordi eest ning investeerida selle asemel majade soojustamisse, infrastruktuuri arendamisse ja arukate lahenduste loomisse. Samuti rõhutas Komisjon sotsiaalse õigluse tähtsust: enamikus valdkondades peaks üleminek kliimaneutraalsele majandusele olema tulus, aga on ka sektoreid, näiteks kaevandamine, kus see toob kaasa probleeme töötuks jäänud inimestele. See on keeruline küsimus ka Eestile. Nüüd hakkavad liikmesriigid omavahel läbi rääkima, et leppida ettepaneku kaheksast stsenaariumist kokku suunas, mille Euroopa peaks ühiselt võtma. Cañete hinnangul on kõige ambitsioonikam ehk kliimaneutraalne plaan eelistatud ja teostatav. Lõpliku strateegia peab EL esitama ÜRO-le aastaks 2020. Strateegia paneb paika, kuidas hakkab EL kliimast lähtuvalt oma poliitikaid edasi arendama – uusi seadusi sellega ei kaasne. Järgmisel nädalal saab avapaugu suur kliimakonverents Komisjon plaanis esialgu oma raporti avaldada tuleva aasta kevadel, aga tuli sellega välja juba nüüd, kuna pühapäeval kogunevad maailma riikide esindajad Poolas Katowices ÜRO kliimakonverentsile (täpsemalt on see kliimamuutuste raamkonventsiooni osaliste konverentsi 24. istungjärk ehk lühidalt COP24). Konverentsil osaleb Eesti peaminister Jüri Ratas ja keskkonnaministeeriumi ametnikud koos minister Siim Kiisleriga. Kliimakonverentsil peaksid saama paika konkreetsed reeglid, mida riigid peavad hakkama täitma Pariisi kliimaleppe eesmärkide saavutamiseks. Keskkonnaministeeriumi kliimaosakonnajuhataja Getlyn Denks tõi võrdluse: kui Pariisis leppisid riigid kokku, millist sporti me mängime – näiteks, et mängime kõik koos jalgpalli –, siis Poolas peaksid riigid leppima kokku, milliste reeglite järgi me jalgpalli mängime. Üks tundlikumaid teemasid saab ilmselt olema riikide rahaline panustamine: arenenud riigid lubasid Pariisi leppega toetada arengumaid alates 2020. aastast 100 miljardi euroga aastas. Kuigi Eestil pole konventsiooni järgi kohustust rahaliselt panustada, oleme 2012. aastast vabatahtlikult seda siiski teinud: kuni aastani 2020 on Eesti lubanud arenguriikidele 6,4 miljonit eurot toetust. Ilmselt saab suureks vaidluskohaks, kuidas raha jagamist planeerida ja hallata, kuivõrd riikide poliitikad vahetuvad pidevalt ja eelarved tehakse lühikeseks perioodiks. Arengumaad soovivad investeeringute tegemiseks aga rahalist kindlust mitu aastat ette. Pariisi leppesse sai kirja, et iga riik panustab vastavalt oma võimetele. Kliimakonverentsil tõotab vaidlusi tekitada ka selle piiri paika loksutamine, mis täpselt kellegi võimekusse kuulub: kas kõikidele riikidele tuleks panustamiseks kehtestada ühtne standard või lubada rohkem paindlikkust. Isegi EL-is on riigid lõhenenud, kuna ambitsioonid ja võimekus on erinev. Nii on näiteks Taani, Soome, Prantsusmaa, Itaalia, Luksemburg, Holland, Portugal, Sloveenia, Hispaania ja Rootsi väljendanud Komisjonile selget soovi kliimaneutraalse poliitika järele. Kõik pole valmis panustama Teisipäeval avaldas ÜRO kliimaraporti, mis näitas, et riigid ei suuda täita Pariisi kliimaleppega seatud kahe kraadi eesmärki. Vastupidi, raporti järgi tõuseks riikide praeguste heite vähendamise eesmärkide juures keskmine globaalne temperatuur 3,2 kraadi aastaks 2100. See tooks kaasa tõsised tagajärjed inimeste tervisele, maailmamajandusele ja meretaseme tõusule. Raporti järgi on Pariisi kliimaleppes seatud soojenemise piirmäär saavutatav vaid juhul, kui kõik riigid suudavad oma panust 2030. aastaks kolmekordistada. USA president Donald Trump teatas jällegi üleeile, et ei usu iseenda valitsuse koostatud kliimaraportit, mille järgi kannab USA majandus tõsiseid kahjusid, kui jätkab praegusel kasvuhoonegaaside heite kursil. Raporti järgi võivad osad majandussektorid kannatada sadade miljardite dollarite suurust kahju sajandi lõpuks – see on rohkem kui osade USA osariikide SKP. „Ma olen seda [raportit] näinud, ma olen osa sellest lugenud ja see on kena. Ma ei usu seda,” ütles Trump ajakirjanikele. ÜRO kliimakonverentsi kajastavad 10.-15. detsembril põhjalikult kohapealt ka Delfi ja Eesti Päevaleht.",Delfi,2018-11-28T16:37:39.000Z,https://www.delfi.ee/news/paevauudised/eesti/suure-kliimakonverentsi-eel-euroopa-liit-joonistas-kaheksa-stsenaariumi-meie-kliimatulevikuks?id=84590631
Eesti üks rikkamaid inimesi ehitab metsa sisse uhke maja,"Tallinn on elevil. Tallinn on ärevil. Jõukas ja mõjukas puiduärimees ehitavat endale Eesti lõunaossa maja. Sosistatakse, et see on suur nagu mõis, vägev nagu tselluloositehas. Ei olevat juba tükk aega juhtunud, et keegi midagi nii majesteetlikku betooni on valanud. Eramu olevat otsekui mälestusmärk, mis jääb kestma üle eluaegade ja sajandite. Juba kahlab Eesti Ekspressi arhitektuuritoimkonna poolt läkitatud reporter koos fotograafiga läbi märja metsa. Küll on siin seeni ja samblaid ja samblikke, vanu kände ning puid, mis oma aja äraelanuna osjade keskele varisenud – liigirikkus lausa hämmastab. Noorendikus, kus uued puud kohusetundlikult taeva poole kasvavad, sellist kirevust ei kohta.",Eesti Ekspress,2018-11-27T22:35:01.000Z,https://ekspress.delfi.ee/artikkel/84571585/eesti-uks-rikkamaid-inimesi-ehitab-metsa-sisse-uhke-maja
Miljarditehase salapärane investor: varem või hiljem selline tehas Eestisse tuleb,"Kuna vabariigi valitsus lõpetas puidurafineerimistehase eriplaneeringu, otsustas Est-For Invest tehase rajamise plaanid paremaid aegu ootama panna. See ei tähenda, et mõttel üldse kriips peal oleks. “Olen veendunud, et selline tehas või natuke teistsugune tuleb, sest niisugust [paberi]puitu on vaja Eestis väärindada,” lausus investor, kes soovis anonüümseks jääda. Põhjus, miks valitsus otsustas eriplaneeringu lõpetada, peitub tema hinnangul selles, et poliitikud kardavad peagi saabuvatel valimistel hääli kaotada.Mis stsenaariumi järgi Est-For Invest nüüdsest edasi tegutseb ning kas vaidlustab valitsuse otsuse kohtus või ootab valimised ära ja võtab projekti siis sahtlist välja?",Maaleht,2018-11-14T22:05:03.000Z,https://maaleht.delfi.ee/tarbija/miljarditehase-salaparane-investor-varem-voi-hiljem-selline-tehas-eestisse-tuleb?id=84313517
Kiisu – ainus munadega minister jäi lahinguväljal üksi,"Eelmisel neljapäeval, kui valitsus otsustas Est-Fori tselluloositehase eriplaneeringu lõpetada, näitas keskkonnaminister Siim-Valmar Kiisler (53) – parteikaaslaste seas tuntud hüüdnimega Kiisu – oma küüsi. Ta protestis lõpetamise vastu ja nõudis, et tema eriarvamus eraldi välja toodaks. See oli heroiline, ent viljatu pingutus selle nimel, et Eestis oleks „soodsam investeerimiskliima ning teadus- ja faktipõhine valitsemiskultuur“. Just nende puudumise pärast lõpetas Est-For Invest OÜ vaid viis tundi hiljem pärast valitsuse pressikonverentsi arendusprojekti. Kiisleri lahing oli selleks ajaks aga juba kaotatud.",Eesti Ekspress,2018-11-13T22:25:01.000Z,https://ekspress.delfi.ee/persoon/kiisu-ainus-munadega-minister-jai-lahinguvaljal-uksi?id=84305235
"Metsaaktivist Indrek Vainu: andke mulle kirves kätte, võin päris ilusaid asju teha!","Kas see on õige, et te läksite keskkonnaminister Siim Kiisleriga kohtuma ja panite tema lauale kasti, et pakkige asjad kokku? Päris nii see ei olnud. Oli üks üritus, kus ka Kiisler oli kohal, ja sel ajal, kui kohvi joodi, ma käisin korra üleval ära ja panin Kiislerile laua peale kolimiskasti. See oli üks aasta alguse olukord, kus plaaniti praegust Isamaad välja vahetada Vabaerakonna vastu. Ma mõtlesin, et jooksen natukene ajast ette ja aitan Kiisleril kasti valmis panna. No ikka sõber peab aitama. Kahjuks see poliitiline vangerdus jäi ära. See, mis te Janek Mäggi juures tegite, oli teater? See oli demonstratsioonesinemine. Seda võib mingis mõttes teatriks nimetada, aga tegu oli ikkagi meeleavaldusega. Meeleavaldus ministri kabinetis. Minister ise ütleb ja on seda ka varem öelnud, et rahvas on eriplaneeringu osa ja pole täpselt selge, mida see tähendab. Ja ta ei suutnud sellele küsimusele tegelikult vastata. Minu intensiivsus rääkimisel oli selline, et sel hetkel võis see tunduda veidike ründav. Aga kindlasti ei olnud midagi sellist “oleks tal olnud relv” ega kavatsenud keegi ministrit aknast välja visata. See on luuleline, emotsionaalne tõmblemine ministri poolt. Kus saab näha nimekirja inimestest, kes on teie MTÜ-le raha annetanud? Kas te olete mõistuse juures? Kuidas niisugust asja teha, ilma et me rikuksime seadust?",Maaleht,2018-11-07T22:07:14.000Z,https://maaleht.delfi.ee/archive/metsaaktivist-indrek-vainu-andke-mulle-kirves-katte-voin-paris-ilusaid-asju-teha?id=84234537
Rainer Vakra: Tselluloositehase eriplaneering tuleb homme lõpetada,"""Tänaseks on kõigile selge, et tselluloositehase projektiga on alustatud valest otsast. Tänapäeva demokraatlikus ühiskonnas ei ole võimalik sellisel määral loodus- ja elukeskkonda mõjutavaid otsuseid langetada n-ö ülevalt alla ehk kohalikest elanikest üle sõites ja kohaliku omavalitsuse seisukohti arvestamata. Seetõttu toetavad sotsiaaldemokraadid homme valitsuses eriplaneeringu kohest lõpetamist,"" ütles riigikogu keskkonnakomisjoni esimees, sotsiaaldemokraat Rainer Vakra. ""Protsessi praeguses etapis on alternatiivsete lahenduste lauale toomine riigiminister Janek Mäggi poolt vastutustundetu. Otsus eriplaneeringu tühistamise kohta on valitsuses juba sisuliselt tehtud. Jälle uusi variante lauale tuues käitub Mäggi mängurina, kuid mängu tagamõte jääb arusaamatuks. Me ei ela kommunistlikus Hiinas, kus otsuseid tehakse ülevalt alla,” sõnas Vakra. “Alles eelmisel nädalal andis kodanikualgatuslik Tartu Apelli töörühm Riigikogu esimehele üle tähelepanuväärse 10 000 allkirjaga pöördumise, millega nõutakse tselluloositehase eriplaneeringu lõpetamist. Rahvas on andnud selgelt märku, et ollakse Est-Fori tselluloositehase eriplaneeringu vastu. Arvestades metsa suurt sotsiaalset ja kultuurilist väärtust Eesti inimestele, peavad kõik lahendused tulevikus arvestama ka metsa ökoloogilise ja kultuurilise tähtsusega ning mõjuga inimeste elukeskkonnale,” rääkis Vakra. Vakra sõnul on nii mastaapseid projekte võimalik ellu viia ainult siis, kui need sünnivad arendajate, kohaliku omavalitsuse ja huvigruppide koostöös. Riigi eriplaneeringust praktilisemaks tööriistaks sellise koostöö saavutamisel on kohaliku tasandi planeering.",Delfi,2018-11-07T14:47:41.000Z,https://www.delfi.ee/news/paevauudised/eesti/rainer-vakra-tselluloositehase-eriplaneering-tuleb-homme-lopetada?id=84253153
Tehas kütab kirgi: Räpina valmistub rahvakoosolekuks,"Räpina vallavolikogu plaanib 14. novembril korraldada koosoleku, kus sõna saavad nii tselluloositehase vastased kui pooldajad. Koosolekule on kutsutud ka Est-For Investi OÜ esindajad. SILLE ANNUK/Pärnu Postimees/Scanpix Räpina vallavolikogu esimehe Teet Helmi sõnul on koosolekule kutsutud Est-For Investi OÜ esindajad, samuti paar-kolm inimest, kes mõtlevad tehase rajamise uuringute osas positiivselt, aga ka paar-kolm tulihingelist vastast. Samuti kutsub volikogu koosolekule riigi esindajaid rahandusministri valitsemisalast ja keskkonnaametist. Soov on kaasata kedagi ka teadlaste poolelt.Ka tehase Pärnumaale rajamise vastu on petitsioon.ee keskkonnas alustatud allkirjade kogumist.",Maaleht,2018-10-31T22:05:02.000Z,https://maaleht.delfi.ee/tarbija/tehas-kutab-kirgi-rapina-valmistub-rahvakoosolekuks?id=84168707
FOTOD | Tallinnas avaldati meelt tselluloositehase rajamise vastu,"Tallinnas Vabaduse väljakul korraldati täna pärastlõunal performance, millega juhiti tähelepanu oma seisukohale, et Est-Fori kavandatav tselluloositehas Eestisse ei sobi. Inimesi oli meeleavaldusele tulnud paarkümmend. Nad kandsid kaitsemaske, millele oli kirjutatud ""Iga loo$ ei võida"" ja ""Mets aitab hingata"", samuti oli näha õhupalli, millel seisis ""T$€££u£oo$"". ""Performance’iga juhime tähelepanu, et kavandatav Est-Fori tselluloositehas tänapäeva Eestisse ei sobi. Mistahes Eesti paigas toob tselluloositehase töö endaga kindlasti kaasa olulise reostuskoormuse jõgedele, järvedele ja merele. Lisaks ka väga selge raiesurve suurenemise metsadele ning keskkonnasaaste,"" ütles algatusrühma liige Toomas Trapido. ""Praegu tehase jaoks planeeritavates asukohtades on veekogude seisund kesine või halb. Lisanduva reostusega kaugeneme me endale võetud ja Euroopale lubatud eesmärgist muuta Eesti veekogude seisund heaks. Oleme juba korduvalt näinud, kuidas valminud tehas hakkab elama oma elu. Lisaks toorainevajadusele hakatakse rääkima vajadusest soodsama hinnaga elektri, vähendatud keskkonnatasude jms järele,“ selgitas Trapido. ""Tselluloositehase rajamiseks on valitsus algatanud eriplaneeringu. Eriplaneeringud on ette nähtud suure ühiskondliku huviga objektide nagu näiteks julgeolekuga seotud rajatiste jaoks. Tegemist on pretsedenditu otsusega, sest mitte ühegi teise eraettevõtte huvides valitsus eriplaneeringut kunagi varem algatanud ei ole,"" sõnas Trapido. ""Est-Fori tselluloositehase rajamise kaitseks on püütud esile tuua võimalikku positiivset mõju Eesti majandusele, metsaomanikele, kohalikule omavalitsusele. Aga puiduturg pole kohalik, vaid globaalne,"" märkis Trapido. Nestorile anti üle ligi 10 000 allkirja Täna kell 14 toimus ka kohtumine Tartu apelli töörühma ja riigikogu esimehe Eiki Nestori vahel ning anti üle ligi 10 000 allkirja, mis on antud pöördumisele valitsuse, riigikogu, õiguskantsleri ja Eestimaa erakondade poole. Pöördumises juhitakse tähelepanu heale valitsemistavale ja nõutakse tselluloositehase eriplaneeringu lõpetamist. Tartu apelli töörühma kuuluvad Tartu Ülikooli ja Eesti Maaülikooli teadlased ning linnakodanikud. Tartu apell 2 ehk nn kevadapell on pöördumine Eesti Vabariigi Valitsuse, Riigikogu, õiguskantsleri ja Eestimaa erakondade poole. Apell avalikustati 18. mail ning allkirju anti 30. septembrini 2018. Apellis esitatud nõudmisele riigi eriplaneering tselluloositehase rajamiseks lõpetada on avalikult oma heakskiidu andnud Vabaerakond, Isamaa, Eesti Sotsiaaldemokraatlik Erakond, Eesti Konservatiivne Rahvaerakond ja Eestimaa Rohelised. Valitsuskabinet algatas eriplaneeringu lõpetamise 21. juunil 2018. Vastava korralduse eelnõu läks kooskõlastusringile 13. septembril ja valitsus on korralduse eelnõule arvamuste esitamise tähtaega pikendanud 3. novembrini.",Delfi,2018-10-30T16:01:08.000Z,https://www.delfi.ee/news/paevauudised/eesti/fotod-tallinnas-avaldati-meelt-tselluloositehase-rajamise-vastu?id=84172861
